temp,magnetisation
0.000100,-9514.000000
0.008116,-3070.000000
0.016132,9462.000000
0.024147,-4782.000000
0.032163,6010.000000
0.040179,3554.000000
0.048195,6046.000000
0.056211,8238.000000
0.064227,1476.000000
0.072242,-6762.000000
0.080258,1164.000000
0.088274,9704.000000
0.096290,388.000000
0.104306,-6718.000000
0.112322,-1244.000000
0.120337,-10000.000000
0.128353,-1278.000000
0.136369,-3910.000000
0.144385,-5536.000000
0.152401,270.000000
0.160417,-8288.000000
0.168432,-10000.000000
0.176448,-2132.000000
0.184464,10000.000000
0.192480,1166.000000
0.200496,-6026.000000
0.208512,572.000000
0.216527,3588.000000
0.224543,7798.000000
0.232559,-2412.000000
0.240575,5762.000000
0.248591,6136.000000
0.256607,4810.000000
0.264622,-4212.000000
0.272638,-10000.000000
0.280654,-3460.000000
0.288670,1328.000000
0.296686,-560.000000
0.304702,-3920.000000
0.312717,-680.000000
0.320733,-9728.000000
0.328749,-7298.000000
0.336765,-7306.000000
0.344781,9524.000000
0.352797,412.000000
0.360812,-2964.000000
0.368828,5102.000000
0.376844,-1192.000000
0.384860,-7072.000000
0.392876,368.000000
0.400892,4542.000000
0.408907,-2950.000000
0.416923,3556.000000
0.424939,-444.000000
0.432955,3154.000000
0.440971,-8048.000000
0.448987,-7258.000000
0.457002,-9396.000000
0.465018,-9858.000000
0.473034,7448.000000
0.481050,-8730.000000
0.489066,2164.000000
0.497082,-2924.000000
0.505097,-4482.000000
0.513113,-9574.000000
0.521129,-6172.000000
0.529145,2504.000000
0.537161,6472.000000
0.545177,-624.000000
0.553192,5256.000000
0.561208,10000.000000
0.569224,-6942.000000
0.577240,-2728.000000
0.585256,2708.000000
0.593272,9058.000000
0.601287,-746.000000
0.609303,354.000000
0.617319,-5696.000000
0.625335,1122.000000
0.633351,-7752.000000
0.641367,2744.000000
0.649382,3454.000000
0.657398,-106.000000
0.665414,-9720.000000
0.673430,-8872.000000
0.681446,5142.000000
0.689462,1202.000000
0.697477,-5200.000000
0.705493,-4832.000000
0.713509,-4862.000000
0.721525,3468.000000
0.729541,4566.000000
0.737557,-7768.000000
0.745572,-5202.000000
0.753588,-5818.000000
0.761604,-7606.000000
0.769620,7894.000000
0.777636,2054.000000
0.785652,374.000000
0.793667,-4482.000000
0.801683,-1356.000000
0.809699,1390.000000
0.817715,-5140.000000
0.825731,-1110.000000
0.833746,3506.000000
0.841762,-5540.000000
0.849778,-446.000000
0.857794,1442.000000
0.865810,-4306.000000
0.873826,2098.000000
0.881841,7726.000000
0.889857,-3884.000000
0.897873,-8678.000000
0.905889,-5356.000000
0.913905,-7372.000000
0.921921,-8376.000000
0.929936,8450.000000
0.937952,-4576.000000
0.945968,4192.000000
0.953984,9354.000000
0.962000,38.000000
0.970016,1768.000000
0.978031,-5364.000000
0.986047,-4662.000000
0.994063,7092.000000
1.002079,7390.000000
1.010095,-5386.000000
1.018111,-2706.000000
1.026126,-4826.000000
1.034142,-4934.000000
1.042158,-1854.000000
1.050174,898.000000
1.058190,-9988.000000
1.066206,38.000000
1.074221,-336.000000
1.082237,-8472.000000
1.090253,3240.000000
1.098269,-5264.000000
1.106285,-4170.000000
1.114301,-5288.000000
1.122316,1538.000000
1.130332,3092.000000
1.138348,-7788.000000
1.146364,-90.000000
1.154380,9722.000000
1.162396,3226.000000
1.170411,3188.000000
1.178427,-3170.000000
1.186443,3554.000000
1.194459,-5460.000000
1.202475,3932.000000
1.210491,5630.000000
1.218506,-2242.000000
1.226522,2046.000000
1.234538,1170.000000
1.242554,8180.000000
1.250570,-2274.000000
1.258586,-1782.000000
1.266601,5602.000000
1.274617,100.000000
1.282633,8008.000000
1.290649,1938.000000
1.298665,-6664.000000
1.306681,-6608.000000
1.314696,-3258.000000
1.322712,7498.000000
1.330728,-1702.000000
1.338744,-8174.000000
1.346760,-4288.000000
1.354776,1762.000000
1.362791,5274.000000
1.370807,5702.000000
1.378823,-9924.000000
1.386839,1730.000000
1.394855,-3672.000000
1.402871,-1648.000000
1.410886,-4234.000000
1.418902,-3160.000000
1.426918,-4260.000000
1.434934,-2800.000000
1.442950,5958.000000
1.450966,4302.000000
1.458981,-1512.000000
1.466997,4016.000000
1.475013,-4298.000000
1.483029,3184.000000
1.491045,4460.000000
1.499061,-4752.000000
1.507076,4056.000000
1.515092,-1836.000000
1.523108,-1786.000000
1.531124,-2402.000000
1.539140,-1890.000000
1.547156,1838.000000
1.555171,-6810.000000
1.563187,8244.000000
1.571203,-7500.000000
1.579219,2894.000000
1.587235,-4708.000000
1.595251,-1964.000000
1.603266,-2118.000000
1.611282,-1096.000000
1.619298,-2550.000000
1.627314,1468.000000
1.635330,136.000000
1.643345,1140.000000
1.651361,5548.000000
1.659377,-3712.000000
1.667393,-2268.000000
1.675409,4650.000000
1.683425,4606.000000
1.691440,-2256.000000
1.699456,-7658.000000
1.707472,-5058.000000
1.715488,5728.000000
1.723504,6264.000000
1.731520,632.000000
1.739535,-7008.000000
1.747551,2622.000000
1.755567,268.000000
1.763583,2658.000000
1.771599,7066.000000
1.779615,7616.000000
1.787630,-2086.000000
1.795646,-356.000000
1.803662,2388.000000
1.811678,4758.000000
1.819694,-740.000000
1.827710,-776.000000
1.835725,-6286.000000
1.843741,-958.000000
1.851757,-7112.000000
1.859773,3188.000000
1.867789,-4860.000000
1.875805,2508.000000
1.883820,7608.000000
1.891836,-2352.000000
1.899852,2962.000000
1.907868,-3156.000000
1.915884,2746.000000
1.923900,2676.000000
1.931915,-4182.000000
1.939931,-1606.000000
1.947947,632.000000
1.955963,1600.000000
1.963979,3150.000000
1.971995,5426.000000
1.980010,9100.000000
1.988026,-4960.000000
1.996042,3114.000000
2.004058,-1558.000000
2.012074,3166.000000
2.020090,7510.000000
2.028105,3266.000000
2.036121,5344.000000
2.044137,-3576.000000
2.052153,6048.000000
2.060169,-3866.000000
2.068185,848.000000
2.076200,1884.000000
2.084216,2996.000000
2.092232,840.000000
2.100248,5658.000000
2.108264,3526.000000
2.116280,-2302.000000
2.124295,-6742.000000
2.132311,820.000000
2.140327,958.000000
2.148343,-102.000000
2.156359,-3238.000000
2.164375,-5228.000000
2.172390,-434.000000
2.180406,4596.000000
2.188422,-3766.000000
2.196438,-598.000000
2.204454,4166.000000
2.212470,-7088.000000
2.220485,2522.000000
2.228501,-1998.000000
2.236517,778.000000
2.244533,-1728.000000
2.252549,-1446.000000
2.260565,-3498.000000
2.268580,-3142.000000
2.276596,1636.000000
2.284612,-2900.000000
2.292628,-1370.000000
2.300644,2958.000000
2.308660,-4952.000000
2.316675,-882.000000
2.324691,80.000000
2.332707,-3736.000000
2.340723,-820.000000
2.348739,-584.000000
2.356755,1036.000000
2.364770,-568.000000
2.372786,850.000000
2.380802,242.000000
2.388818,-10.000000
2.396834,-938.000000
2.404849,-1054.000000
2.412865,804.000000
2.420881,352.000000
2.428897,-94.000000
2.436913,1238.000000
2.444929,874.000000
2.452944,-364.000000
2.460960,720.000000
2.468976,-744.000000
2.476992,-54.000000
2.485008,-1050.000000
2.493024,-500.000000
2.501039,-1008.000000
2.509055,-2.000000
2.517071,-742.000000
2.525087,608.000000
2.533103,2314.000000
2.541119,322.000000
2.549134,208.000000
2.557150,-1362.000000
2.565166,30.000000
2.573182,-292.000000
2.581198,386.000000
2.589214,-1424.000000
