temp,heat-cap
1.675409,4973.998558
1.683425,4935.251367
1.691440,3649.704761
1.699456,4059.122660
1.707472,4203.960519
1.715488,4704.766338
1.723504,3323.999625
1.731520,4649.760534
1.739535,2127.927385
1.747551,5116.270042
1.755567,3513.917386
1.763583,4972.000884
1.771599,3429.421610
1.779615,5103.867319
1.787630,3356.513554
1.795646,5350.539939
1.803662,3627.919708
1.811678,6632.194477
1.819694,4533.816856
1.827710,5646.949185
1.835725,5286.083368
1.843741,5208.548084
1.851757,6282.485621
1.859773,4743.644076
1.867789,2268.628390
1.875805,3408.208110
1.883820,6114.784831
1.891836,5867.471597
1.899852,7208.349082
1.907868,3099.245991
1.915884,6354.600595
1.923900,4981.527039
1.931915,6058.671387
1.939931,3885.748576
1.947947,7754.969338
1.955963,6614.545031
1.963979,7119.507309
1.971995,4043.752031
1.980010,7872.875937
1.988026,6770.642417
1.996042,7915.139063
2.004058,7981.557397
2.012074,5979.786973
2.020090,7512.858985
2.028105,9680.127660
2.036121,8159.177852
2.044137,8912.054502
2.052153,8500.191595
2.060169,8373.146471
2.068185,7828.755843
2.076200,9650.302277
2.084216,9840.555181
2.092232,12127.930231
2.100248,7932.394552
2.108264,10273.167412
2.116280,9157.456588
2.124295,6659.763053
2.132311,9820.370459
2.140327,11040.263743
2.148343,12545.580136
2.156359,10381.927021
2.164375,13084.450206
2.172390,11822.956152
2.180406,12988.176370
2.188422,12635.312298
2.196438,12686.129653
2.204454,11361.821776
2.212470,12375.467132
2.220485,12408.997986
2.228501,12245.855454
2.236517,14654.974993
2.244533,14036.456835
2.252549,11573.576362
2.260565,12027.106336
2.268580,12558.873783
2.276596,12179.238583
2.284612,13401.426813
2.292628,12673.596027
2.300644,11347.136137
2.308660,14493.518338
2.316675,13315.425697
2.324691,14354.626361
2.332707,11928.219431
2.340723,12710.204127
2.348739,13826.016982
2.356755,16287.401026
2.364770,12085.214870
2.372786,11774.199651
2.380802,12299.005804
2.388818,10168.402883
2.396834,9178.306073
2.404849,8456.638776
2.412865,11194.931890
2.420881,11142.954052
2.428897,11287.119396
2.436913,9371.972078
2.444929,9439.769125
2.452944,10251.084998
2.460960,10724.789090
2.468976,7582.158877
2.476992,10543.590590
2.485008,9348.705656
2.493024,8722.412182
2.501039,8894.567771
2.509055,8612.055182
2.517071,9195.909627
2.525087,10251.071899
2.533103,7712.960176
2.541119,7090.665882
2.549134,8455.411906
2.557150,8865.326417
2.565166,8629.891581
2.573182,8612.693390
2.581198,7198.354296
2.589214,6034.405682
2.597229,6261.591671
2.605245,6344.680306
2.613261,9063.331646
2.621277,8156.984492
2.629293,8014.302655
2.637309,6596.975873
2.645324,7535.370643
2.653340,6116.834100
2.661356,7341.398277
2.669372,7397.617941
2.677388,4789.461810
2.685404,5397.965401
2.693419,6314.985203
2.701435,5525.694624
2.709451,6641.546688
2.717467,7169.622118
2.725483,6138.261821
2.733499,5026.957856
2.741514,4780.034034
2.749530,5008.390129
2.757546,4200.426941
2.765562,5596.011799
2.773578,4654.528379
2.781594,5165.117614
2.789609,4473.726420
2.797625,4696.249803
2.805641,4130.915055
2.813657,5407.379365
2.821673,5944.801750
2.829689,5673.782067
2.837704,3954.168772
2.845720,4564.843356
2.853736,5087.562369
2.861752,5456.612428
2.869768,4892.331142
2.877784,5497.285293
2.885799,4382.039357
2.893815,5458.028480
2.901831,3830.770842
2.909847,4769.316921
2.917863,5048.343962
2.925879,5013.728992
2.933894,4106.156393
2.941910,4083.666389
2.949926,3000.337967
2.957942,4851.463483
2.965958,5128.405077
2.973974,4044.627183
2.981989,4180.782851
2.990005,4329.366905
2.998021,4621.258617
3.006037,3963.559835
3.014053,5620.615766
3.022069,4730.638790
3.030084,3961.187631
3.038100,4700.439590
3.046116,4203.863478
3.054132,3795.117470
3.062148,4793.933541
3.070164,3318.613267
3.078179,4368.019105
3.086195,3141.125497
3.094211,3435.358135
3.102227,2632.561560
3.110243,3402.805444
3.118259,2725.969966
3.126274,5552.095589
3.134290,3528.141433
3.142306,4301.555503
3.150322,3134.610913
3.158338,2975.914537
3.166354,3308.225149
3.174369,4250.315677
3.182385,3693.958521
3.190401,3234.781808
3.198417,3561.788309
3.206433,4205.510592
3.214448,3691.105210
