temp,energy
1.844689,-1.838672476
1.846192,-1.836853349
1.847695,-1.835547892
1.849198,-1.836379748
1.850701,-1.834831804
1.852204,-1.836061938
1.853707,-1.833067235
1.85521,-1.833057934
1.856713,-1.833677341
1.858216,-1.831411051
1.859719,-1.828710515
1.861222,-1.82959433
1.862725,-1.828072913
1.864228,-1.827679263
1.865731,-1.828361794
1.867234,-1.828077822
1.868737,-1.826889117
1.87024,-1.82670201
1.871743,-1.8243882
1.873246,-1.82275351
1.874749,-1.821388224
1.876253,-1.823261053
1.877756,-1.819566527
1.879259,-1.822176697
1.880762,-1.820559944
1.882265,-1.818503848
1.883768,-1.816981574
1.885271,-1.818908364
1.886774,-1.818603131
1.888277,-1.816627407
1.88978,-1.816059279
1.891283,-1.813944649
1.892786,-1.814224645
1.894289,-1.811442787
1.895792,-1.808234402
1.897295,-1.813076989
1.898798,-1.810499255
1.900301,-1.808527772
1.901804,-1.807710122
1.903307,-1.807117534
1.90481,-1.808073942
1.906313,-1.80501982
1.907816,-1.805252713
1.909319,-1.80403405
1.910822,-1.804506735
1.912325,-1.802789241
1.913828,-1.80269407
1.915331,-1.793158254
1.916834,-1.79843232
1.918337,-1.798330138
1.91984,-1.798528464
1.921343,-1.794455712
1.922846,-1.796340264
1.924349,-1.794233361
1.925852,-1.793995219
1.927355,-1.793723219
1.928858,-1.790133077
1.930361,-1.790660412
1.931864,-1.79151847
1.933367,-1.792854943
1.93487,-1.7878479
1.936373,-1.788324172
1.937876,-1.784941277
1.939379,-1.782488889
1.940882,-1.784393297
1.942385,-1.781350547
1.943888,-1.781955111
1.945391,-1.781653506
1.946894,-1.775947495
1.948397,-1.778747992
1.9499,-1.778551616
1.951403,-1.775372032
1.952906,-1.777591836
1.954409,-1.776605377
1.955912,-1.77607005
1.957415,-1.775581506
1.958918,-1.773433081
1.960421,-1.772797357
1.961924,-1.76963206
1.963427,-1.770989778
1.96493,-1.769337101
1.966433,-1.769525425
1.967936,-1.768344613
1.969439,-1.76584044
1.970942,-1.763065005
1.972445,-1.764148961
1.973948,-1.763054563
1.975451,-1.763359672
1.976954,-1.760874883
1.978457,-1.761606282
1.97996,-1.759720761
1.981463,-1.758724929
1.982966,-1.758741361
1.984469,-1.75416802
1.985972,-1.755836248
1.987475,-1.754143403
1.988978,-1.751392713
1.990481,-1.751923363
1.991984,-1.749849834
1.993487,-1.750046507
1.99499,-1.750483423
1.996493,-1.748368873
1.997996,-1.747462074
1.999499,-1.745436124
2.001002,-1.744805093
2.002505,-1.744458991
