temp,heat-cap
0.1,0
0.12340234,0
0.126132613,-0.045543057
0.126522652,0.022771528
0.130423042,-0.022771528
0.130813081,0.022771528
0.135493549,-0.022771528
0.135883588,0.022771528
0.150705071,-0.022771528
0.15109511,0.022771528
0.159675968,-0.022771528
0.169036904,0.022771528
0.169426943,-0.022771528
0.172547255,0.022771528
0.172937294,-0.022771528
0.196729673,0
0.218961896,0.022771528
0.219351935,-0.022771528
0.222472247,0.022771528
0.244314431,-0.022771528
0.24470447,0.022771528
0.249774977,-0.011385764
0.262256226,0.022771528
0.263036304,-0.011385764
0.276687669,0.022771528
0.277077708,-0.011385764
0.282148215,0.022771528
0.282538254,-0.011385764
0.283708371,0.022771528
0.28409841,-0.011385764
0.30360036,0
0.32310231,0.011385764
0.332853285,-0.022771528
0.333243324,0.022771528
0.333633363,-0.022771528
0.334023402,0.011385764
0.341044104,-0.022771528
0.341434143,0.022771528
0.341824182,-0.011385764
0.351185119,0.022771528
0.351575158,-0.011385764
0.355085509,0.022771528
0.355475548,-0.011385764
0.360156016,0.022771528
0.360546055,-0.011385764
0.380438044,0.011385764
0.384728473,-0.022771528
0.38589859,0.011385764
0.403060306,-0.022771528
0.403450345,0.011385764
0.420222022,-0.022771528
0.420612061,0.011385764
0.429192919,-0.022771528
0.429582958,0.011385764
0.451035104,0.011385764
0.469756976,-0.022771528
0.470147015,0.011385764
0.489648965,0.011385764
0.497839784,-0.022771528
0.498229823,0.011385764
0.517731773,0.005692882
0.538793879,-0.005692882
0.55829583,0.005692882
0.578187819,-0.005692882
0.599249925,0
0.623822382,0.011385764
0.643324332,0.005692882
0.662826283,0.005692882
0.682718272,0.011385764
0.703780378,-0.011385764
0.724062406,-0.005692882
0.748634863,-0.005692882
0.772427243,0
0.791929193,0
0.811821182,0.011385764
0.831323132,0.005692882
0.850825083,0.011385764
0.875007501,0.017078646
0.894509451,0.017078646
0.919471947,0.022771528
0.939363936,0.022771528
0.958865887,0.005692882
